STT,SrcIP,SrcPort,DstIP,DstPort,Proto,FlowDuration,FlowPktsPerSec,FlowBytesPerSec,FlowIATMean,PktLenMean,Label_unlabeled,Label
297,172.217.11.6,443,192.168.50.8,59643,6,170479107007,0,0,2019073704,303,0,BENIGN
298,172.16.0.5,580,192.168.50.4,3757,17,3898,895029,513083,3898,253,0,Portmap
299,172.16.0.5,648,192.168.50.4,49437,17,3460,241075,578034,3460,271,0,Portmap
300,192.168.50.8,59903,74.208.236.171,80,6,628848793,0,1,36991105,150,0,BENIGN
301,172.16.0.5,776,192.168.50.4,53596,17,2999,278132,666888,2999,271,0,Portmap
302,192.168.50.8,60800,8.8.8.8,53,17,2468,201084,810372,2468,84,0,BENIGN
303,192.168.50.6,61227,8.8.8.8,53,17,3876,720134,515995,3876,83,0,BENIGN
304,172.16.0.5,648,192.168.50.4,38459,17,48056,17357,41618,48056,271,0,Portmap
305,172.16.0.5,912,192.168.50.4,60462,17,3036,274743,658761,3036,271,0,Portmap
306,172.16.0.5,648,192.168.50.4,41467,17,3171,263046,630715,3171,271,0,Portmap
307,172.16.0.5,648,192.168.50.4,26895,17,3270,255082,611620,3270,271,0,Portmap
308,172.16.0.5,603,192.168.50.4,10185,17,2039,409083,980872,2039,271,0,Portmap
309,192.168.50.6,54907,74.208.236.171,80,6,5575132106,0,0,796447443,61,0,BENIGN
310,192.168.50.6,60614,4.2.2.4,53,17,4370,113564,457665,4370,84,0,BENIGN
311,192.168.50.6,60879,4.2.2.4,53,17,4083,884490,489835,4083,92,0,BENIGN
312,172.16.0.5,854,192.168.50.4,47528,17,2630,317156,760456,2630,271,0,Portmap
313,172.16.0.5,865,192.168.50.4,11368,17,3494,238729,572409,3494,271,0,Portmap
314,192.168.50.6,59393,4.2.2.4,53,17,2772,179031,721500,2772,84,0,BENIGN
315,192.168.50.6,55181,172.217.6.230,443,6,170175030340,0,0,1194549811,119,0,BENIGN
316,172.16.0.5,648,192.168.50.4,308,17,2902,287429,689179,2902,271,0,Portmap
317,172.16.0.5,716,192.168.50.4,52550,17,3041,274291,657678,3041,271,0,Portmap
318,172.16.0.5,865,192.168.50.4,25369,17,4462,781897,448229,4462,253,0,Portmap
319,23.194.142.213,443,192.168.50.6,55031,6,5245244441,0,0,349682962,444,0,BENIGN
320,192.168.50.6,54332,8.8.8.8,53,17,3497,57565,571918,3497,86,0,BENIGN
321,172.16.0.5,648,192.168.50.4,53254,17,8149,102358,245428,8149,271,0,Portmap
322,172.16.0.5,925,192.168.50.4,36479,17,2069,403151,966650,2069,271,0,Portmap
323,172.16.0.5,769,192.168.50.4,62602,17,36377,22929,54979,36377,271,0,Portmap
324,192.168.50.6,50051,4.2.2.4,53,17,4050,1053352,493827,4050,73,0,BENIGN
325,192.168.50.8,49981,8.8.8.8,53,17,4283,460217,466962,4283,74,0,BENIGN
326,192.168.50.6,59271,4.2.2.4,53,17,2701,1337050,740466,2701,92,0,BENIGN
327,172.16.0.5,929,192.168.50.4,61062,17,3118,267517,641436,3118,271,0,Portmap
328,52.73.132.195,443,192.168.50.8,59877,6,60301105638,0,0,2233374282,328,0,BENIGN
329,192.168.50.8,53461,4.2.2.4,53,17,13394,15029,149320,13394,86,0,BENIGN
330,172.16.0.5,874,192.168.50.4,37267,17,2897,1204289,690369,2897,253,0,Portmap
331,172.16.0.5,527,192.168.50.4,34527,17,3955,210902,505689,3955,271,0,Portmap
332,172.16.0.5,869,192.168.50.4,43018,17,4512,184867,443262,4512,271,0,Portmap
333,172.16.0.5,781,192.168.50.4,5942,17,2978,280094,671591,2978,271,0,Portmap
334,172.16.0.5,648,192.168.50.4,48902,17,3210,259850,623052,3210,271,0,Portmap
335,172.16.0.5,702,192.168.50.4,26758,17,3260,255865,613496,3260,271,0,Portmap
336,192.168.50.8,60497,4.2.2.4,53,17,2445,1624176,817995,2445,75,0,BENIGN
337,172.16.0.5,846,192.168.50.4,55369,17,3139,1111445,637145,3139,253,0,Portmap
338,172.16.0.5,919,192.168.50.4,29152,17,3011,277024,664231,3011,271,0,Portmap
339,192.168.50.6,55127,54.192.53.175,443,6,116056461750,0,0,2830645408,109,0,BENIGN
340,172.16.0.5,721,192.168.50.4,35154,17,3688,945994,542299,3688,253,0,Portmap
341,192.168.50.6,62304,4.2.2.4,53,17,6094,312822,328191,6094,89,0,BENIGN
342,172.217.3.106,443,192.168.50.6,55167,6,170752476588,0,0,1041047597,259,0,BENIGN
343,172.16.0.5,977,192.168.50.4,17667,17,2762,301998,724112,2762,271,0,Portmap
344,172.16.0.5,701,192.168.50.4,19395,17,3472,240242,576036,3472,271,0,Portmap
345,172.16.0.5,732,192.168.50.4,14767,17,3020,276198,662251,3020,271,0,Portmap
346,172.16.0.5,648,192.168.50.4,63033,17,4198,198694,476417,4198,271,0,Portmap
347,172.16.0.5,648,192.168.50.4,62337,17,38554,21635,51875,38554,271,0,Portmap
348,172.16.0.5,648,192.168.50.4,4327,17,2984,279531,670241,2984,271,0,Portmap
349,172.16.0.5,687,192.168.50.4,54398,17,3261,255786,613308,3261,271,0,Portmap
350,172.16.0.5,648,192.168.50.4,33276,17,44583,41463,44860,44583,235,0,Portmap
351,172.16.0.5,875,192.168.50.4,37047,17,26964,30934,74172,26964,271,0,Portmap
352,172.16.0.5,648,192.168.50.4,29459,17,3251,1073154,615195,3251,253,0,Portmap
353,192.168.50.6,57461,224.0.0.252,5355,17,420078930,4,4,84015786,64,0,BENIGN
354,172.217.197.154,443,192.168.50.9,60096,6,35107,24582,48566,7021,66,0,BENIGN
355,192.168.50.6,49761,4.2.2.4,53,17,4203,468977,475850,4203,74,0,BENIGN
356,172.16.0.5,579,192.168.50.4,49642,17,3881,214924,515331,3881,271,0,Portmap
357,192.168.50.6,65026,4.2.2.4,53,17,2322,1555285,861326,2322,92,0,BENIGN
358,172.16.0.5,532,192.168.50.4,52091,17,2303,362188,868432,2303,271,0,Portmap
359,172.16.0.5,645,192.168.50.4,12092,17,2989,279063,669120,2989,271,0,Portmap
360,172.16.0.5,647,192.168.50.4,32093,17,3145,265221,635930,3145,271,0,Portmap
361,172.16.0.5,1020,192.168.50.4,14486,17,3014,820962,663570,3014,289,0,Portmap
362,172.16.0.5,623,192.168.50.4,56652,17,3203,260418,624414,3203,271,0,Portmap
363,172.16.0.5,621,192.168.50.4,4945,17,2028,411302,986193,2028,271,0,Portmap
364,172.16.0.5,648,192.168.50.4,27269,17,4290,194433,466200,4290,271,0,Portmap
365,172.16.0.5,1010,192.168.50.4,44894,17,3254,256337,614628,3254,271,0,Portmap
366,192.168.50.8,59691,74.208.236.171,80,6,19856,158691,100725,19856,66,0,BENIGN
367,172.16.0.5,939,192.168.50.4,53872,17,35077,23779,57017,35077,271,0,Portmap
368,172.16.0.5,648,192.168.50.4,53889,17,2973,280565,672721,2973,271,0,Portmap
369,192.168.50.6,55085,172.217.10.67,443,6,2753,1144562,726480,2753,66,0,BENIGN
370,172.16.0.5,648,192.168.50.4,22555,17,2845,1226301,702987,2845,253,0,Portmap
371,172.16.0.5,648,192.168.50.4,4174,17,2647,934787,755572,2647,289,0,Portmap
372,172.16.0.5,874,192.168.50.4,46594,17,46699,88109,42827,46699,307,0,Portmap
373,192.168.50.6,62089,4.2.2.4,53,17,3292,1097015,607533,3292,92,0,BENIGN
374,172.16.0.5,648,192.168.50.4,5271,17,2314,360467,864304,2314,271,0,Portmap
375,172.16.0.5,591,192.168.50.4,11256,17,2760,302217,724637,2760,271,0,Portmap
376,192.168.50.6,49543,4.2.2.4,53,17,29153,65390,68603,29153,89,0,BENIGN
377,172.16.0.5,993,192.168.50.4,9217,17,2699,309048,741015,2699,271,0,Portmap
378,172.16.0.5,1005,192.168.50.4,22304,17,3182,1096425,628535,3182,253,0,Portmap
379,172.16.0.5,951,192.168.50.4,12214,17,3110,268206,643086,3110,271,0,Portmap
380,172.16.0.5,579,192.168.50.4,9809,17,2133,391055,937646,2133,271,0,Portmap
381,192.168.50.6,65216,4.2.2.4,53,17,2535,893916,788954,2535,72,0,BENIGN
382,192.168.50.6,55125,52.85.90.206,443,6,170642713387,0,0,876024018,117,0,BENIGN
383,172.16.0.5,974,192.168.50.4,42475,17,3294,253224,607164,3294,271,0,Portmap
384,172.16.0.5,648,192.168.50.4,18948,17,4000,208530,500000,4000,271,0,Portmap
385,172.16.0.5,696,192.168.50.4,31832,17,3288,253686,608272,3288,271,0,Portmap
386,172.16.0.5,534,192.168.50.4,22816,17,36803,22664,54343,36803,271,0,Portmap
387,172.16.0.5,648,192.168.50.4,37065,17,2403,347116,832292,2403,271,0,Portmap
388,192.168.50.8,59703,72.167.239.239,80,6,68319912,54,20,7591101,146,0,BENIGN
389,52.72.225.121,443,192.168.50.9,49012,6,60800693907,0,0,2171453353,435,0,BENIGN
390,192.168.50.6,60752,4.2.2.4,53,17,1781574173141,0,0,1107525699,86,0,BENIGN
391,172.16.0.5,967,192.168.50.4,8618,17,3418,244037,585137,3418,271,0,Portmap
392,172.16.0.5,523,192.168.50.4,61111,17,3429,1243852,583260,3429,670,0,Portmap
393,172.16.0.5,748,192.168.50.4,36493,17,3206,260174,623830,3206,271,0,Portmap
394,192.168.50.6,54595,4.2.2.4,53,17,5007,170963,399440,5007,67,0,BENIGN
395,172.16.0.5,518,192.168.50.4,17918,17,2019,413135,990589,2019,271,0,Portmap
396,172.217.6.194,80,192.168.50.6,54923,6,6041242740,0,0,2013747580,63,0,BENIGN
397,172.16.0.5,543,192.168.50.4,560,17,3511,237573,569638,3511,271,0,Portmap
398,192.168.50.8,64360,8.8.8.8,53,17,3438,58553,581733,3438,86,0,BENIGN
399,172.16.0.5,586,192.168.50.4,949,17,3039,608280,658111,3039,235,0,Portmap
400,172.16.0.5,648,192.168.50.4,41786,17,3099,269158,645369,3099,271,0,Portmap
401,192.168.50.6,51171,4.2.2.4,53,17,5355,159853,373482,5355,67,0,BENIGN
402,192.168.50.8,55646,4.2.2.4,53,17,2515,1227121,795228,2515,81,0,BENIGN
403,172.16.0.5,648,192.168.50.4,15911,17,2937,284004,680966,2937,271,0,Portmap
404,172.16.0.5,992,192.168.50.4,40730,17,2824,295368,708215,2824,271,0,Portmap
405,172.16.0.5,629,192.168.50.4,30434,17,2832,294534,706214,2832,271,0,Portmap
406,172.16.0.5,648,192.168.50.4,13013,17,3799,219563,526454,3799,271,0,Portmap
407,172.16.0.5,932,192.168.50.4,9595,17,3111,268119,642880,3111,271,0,Portmap
408,192.168.50.6,52203,8.8.8.8,53,17,56458,34912,35424,56458,74,0,BENIGN
409,172.16.0.5,833,192.168.50.4,52724,17,3680,226663,543478,3680,271,0,Portmap
410,192.168.50.8,59699,172.217.10.98,443,6,24970692539,0,0,244810711,267,0,BENIGN
411,172.16.0.5,944,192.168.50.4,4543,17,3767,221428,530926,3767,271,0,Portmap
412,172.16.0.5,968,192.168.50.4,59150,17,3171,263046,630715,3171,271,0,Portmap
413,172.16.0.5,862,192.168.50.4,6389,17,3679,672569,543625,3679,289,0,Portmap
414,172.16.0.5,648,192.168.50.4,42218,17,2097,397768,953743,2097,271,0,Portmap
415,192.168.50.6,54964,172.217.9.225,443,6,170950773012,0,0,1219573768,119,0,BENIGN
416,172.16.0.5,591,192.168.50.4,17594,17,37079,66732,53938,37079,289,0,Portmap
417,172.16.0.5,741,192.168.50.4,3757,17,3137,265897,637551,3137,271,0,Portmap
418,192.168.50.6,53197,4.2.2.4,53,17,16283,135190,122827,16283,87,0,BENIGN
419,192.168.50.4,22,172.16.0.5,57574,6,11405995652,0,0,308270152,185,0,Portmap
420,172.16.0.5,648,192.168.50.4,55858,17,3346,249288,597728,3346,271,0,Portmap
421,172.16.0.5,853,192.168.50.4,33924,17,4396,189745,454959,4396,271,0,Portmap
422,172.16.0.5,560,192.168.50.4,5327,17,39999,20853,50001,39999,271,0,Portmap
423,192.168.50.6,54901,74.208.236.171,80,6,2611,1206810,765990,2611,66,0,BENIGN
424,172.16.0.5,566,192.168.50.4,10424,17,4369,190917,457770,4369,271,0,Portmap
425,74.208.236.171,80,192.168.50.6,54844,6,5747486225,0,0,1915828741,63,0,BENIGN
426,192.168.50.6,62676,4.2.2.4,53,17,2051,1073285,975134,2051,87,0,BENIGN
427,172.16.0.5,648,192.168.50.4,50626,17,2296,363292,871080,2296,271,0,Portmap
428,192.168.50.6,56876,4.2.2.4,53,17,18570,197961,107700,18570,77,0,BENIGN
429,172.16.0.5,648,192.168.50.4,13574,17,17267,202051,115827,17267,253,0,Portmap
430,172.16.0.5,648,192.168.50.4,26979,17,3608,231186,554323,3608,271,0,Portmap
431,172.16.0.5,587,192.168.50.4,44479,17,3090,269941,647249,3090,271,0,Portmap
432,172.16.0.5,756,192.168.50.4,15489,17,3201,260581,624804,3201,271,0,Portmap
433,172.217.9.225,443,192.168.50.6,55204,6,170707294552,0,0,2027525094,285,0,BENIGN
434,172.16.0.5,760,192.168.50.4,41102,17,1909,436941,1047668,1909,271,0,Portmap
435,192.168.50.8,49211,4.2.2.4,53,17,5066,52522,394788,5066,71,0,BENIGN
436,172.16.0.5,597,192.168.50.4,50550,17,4433,188161,451161,4433,271,0,Portmap
437,172.16.0.5,725,192.168.50.4,25318,17,2792,298753,716332,2792,271,0,Portmap
438,192.168.50.6,60054,4.2.2.4,53,17,2732,289620,732064,2732,82,0,BENIGN
439,172.16.0.5,648,192.168.50.4,7265,17,2134,390871,937207,2134,271,0,Portmap
440,172.16.0.5,669,192.168.50.4,50124,17,43765,19059,45698,43765,271,0,Portmap
441,172.16.0.5,667,192.168.50.4,6246,17,3391,245980,589796,3391,271,0,Portmap
442,172.16.0.5,1012,192.168.50.4,1284,17,2955,1180651,676818,2955,253,0,Portmap
443,172.16.0.5,648,192.168.50.4,54783,17,2551,326977,784006,2551,271,0,Portmap
444,172.16.0.5,811,192.168.50.4,63957,17,2898,287826,690131,2898,271,0,Portmap
445,172.16.0.5,648,192.168.50.4,46946,17,3072,271523,651041,3072,271,0,Portmap
446,172.16.0.5,819,192.168.50.4,50069,17,3630,229785,550964,3630,271,0,Portmap
447,172.16.0.5,810,192.168.50.4,7686,17,3615,230738,553250,3615,271,0,Portmap
448,172.16.0.5,713,192.168.50.4,45342,17,3439,242547,581564,3439,271,0,Portmap
449,54.231.40.58,80,192.168.50.6,55050,6,23699802752,0,0,1077263761,547,0,BENIGN
450,172.16.0.5,648,192.168.50.4,65297,17,2785,299504,718132,2785,271,0,Portmap
451,172.16.0.5,648,192.168.50.4,52518,17,3152,264632,634517,3152,271,0,Portmap
452,172.16.0.5,842,192.168.50.4,10732,17,2830,294742,706713,2830,271,0,Portmap
453,216.58.217.130,80,192.168.50.6,55200,6,116453583600,0,0,4015640813,90,0,BENIGN
454,172.16.0.5,735,192.168.50.4,37563,17,44057,79188,45395,44057,253,0,Portmap
455,192.168.50.6,54985,74.208.236.171,80,6,6043667313,0,0,863381044,61,0,BENIGN
456,192.168.50.6,54895,74.208.236.171,80,6,2453,1284541,815328,2453,66,0,BENIGN
457,172.16.0.5,648,192.168.50.4,19091,17,3006,1160620,665335,3006,253,0,Portmap
458,172.217.2.161,443,192.168.50.8,59898,6,170813847269,0,0,2031471491,83,0,BENIGN
459,172.16.0.5,653,192.168.50.4,22789,17,3056,272945,654450,3056,271,0,Portmap
460,172.16.0.5,960,192.168.50.4,38502,17,3528,338395,566893,3528,254,0,Portmap
461,172.16.0.5,903,192.168.50.4,26950,17,2893,288323,691323,2893,271,0,Portmap
462,172.16.0.5,781,192.168.50.4,3699,17,2906,287033,688231,2906,271,0,Portmap
463,172.16.0.5,924,192.168.50.4,20642,17,3513,237438,569313,3513,271,0,Portmap
464,172.16.0.5,534,192.168.50.4,17050,17,2931,1190319,682360,2931,253,0,Portmap
465,172.16.0.5,648,192.168.50.4,3367,17,2257,369570,886132,2257,271,0,Portmap
466,172.16.0.5,917,192.168.50.4,59577,17,3245,257047,616332,3245,271,0,Portmap
467,72.21.91.29,80,192.168.50.8,59616,6,115988705593,0,0,3741571148,162,0,BENIGN
468,172.16.0.5,648,192.168.50.4,28990,17,3415,1021618,585651,3415,253,0,Portmap
469,172.16.0.5,909,192.168.50.4,11469,17,32712,106652,61139,32712,253,0,Portmap
470,172.16.0.5,798,192.168.50.4,24391,17,2106,396068,949667,2106,271,0,Portmap
471,192.168.50.6,52947,4.2.2.4,53,17,14390,255465,138985,14390,77,0,BENIGN
472,172.16.0.5,648,192.168.50.4,22032,17,2529,329822,790826,2529,271,0,Portmap
473,172.16.0.5,648,192.168.50.4,40658,17,4482,186104,446229,4482,271,0,Portmap
474,172.16.0.5,623,192.168.50.4,16416,17,3084,270467,648508,3084,271,0,Portmap
475,172.16.0.5,648,192.168.50.4,65342,17,44060,18931,45392,44060,271,0,Portmap
476,172.16.0.5,588,192.168.50.4,33308,17,2614,319097,765110,2614,271,0,Portmap
477,23.21.164.190,443,192.168.50.9,56740,6,61128731750,0,0,2445149270,351,0,BENIGN
478,172.16.0.5,648,192.168.50.4,57350,17,2564,325320,780031,2564,271,0,Portmap
479,172.16.0.5,703,192.168.50.4,10673,17,2195,380009,911161,2195,271,0,Portmap
480,172.16.0.5,652,192.168.50.4,39407,17,4194,589981,476871,4194,289,0,Portmap
481,192.168.50.8,60425,4.2.2.4,53,17,2673,1264937,748222,2673,79,0,BENIGN
482,192.168.50.8,49298,4.2.2.4,53,17,28378,48670,70477,28378,78,0,BENIGN
483,192.168.50.8,53186,4.2.2.4,53,17,21100,12610,94786,21100,71,0,BENIGN
484,172.16.0.5,777,192.168.50.4,40240,17,4828,512506,414250,4828,289,0,Portmap
485,172.16.0.5,837,192.168.50.4,56770,17,3287,253763,608457,3287,271,0,Portmap
486,172.16.0.5,991,192.168.50.4,25280,17,48423,17225,41302,48423,271,0,Portmap
487,74.208.236.171,80,192.168.50.6,55053,6,15317573458,0,0,1392506678,95,0,BENIGN
488,172.16.0.5,515,192.168.50.4,37236,17,3009,277208,664672,3009,271,0,Portmap
489,172.16.0.5,648,192.168.50.4,16959,17,2072,1194199,965250,2072,289,0,Portmap
490,172.16.0.5,648,192.168.50.4,39311,17,3192,261316,626566,3192,271,0,Portmap
491,172.16.0.5,852,192.168.50.4,3499,17,4130,201966,484261,4130,271,0,Portmap
492,192.168.50.8,59836,172.217.10.226,443,6,171226940630,0,0,1348243627,265,0,BENIGN
493,172.16.0.5,670,192.168.50.4,7640,17,2634,316674,759301,2634,271,0,Portmap
494,172.16.0.5,940,192.168.50.4,2095,17,3137,265897,637551,3137,271,0,Portmap
495,172.16.0.5,810,192.168.50.4,21576,17,3273,254848,611060,3273,271,0,Portmap
496,172.16.0.5,757,192.168.50.4,29143,17,2889,288722,692281,2889,271,0,Portmap
497,172.16.0.5,715,192.168.50.4,8640,17,3293,253301,607348,3293,271,0,Portmap
498,172.16.0.5,648,192.168.50.4,10303,17,3011,277024,664231,3011,271,0,Portmap
499,23.194.177.32,443,192.168.50.6,54882,6,115146238969,0,0,1199439989,1008,0,BENIGN
500,192.168.50.8,59937,4.2.2.4,53,17,2756,477651,725689,2756,93,0,BENIGN
501,172.16.0.5,882,192.168.50.4,54349,17,3538,986101,565291,3538,253,0,Portmap
502,172.16.0.5,1011,192.168.50.4,59459,17,2753,302986,726480,2753,271,0,Portmap
503,172.16.0.5,986,192.168.50.4,58256,17,2131,391422,938526,2131,271,0,Portmap
504,172.16.0.5,892,192.168.50.4,1406,17,3952,211062,506072,3952,271,0,Portmap
505,192.168.50.6,63363,4.2.2.4,53,17,2628,1598671,761035,2628,88,0,BENIGN
506,192.168.50.6,55244,104.36.115.113,443,6,116531628978,0,0,2842234853,157,0,BENIGN
507,172.16.0.5,648,192.168.50.4,24948,17,4104,203245,487329,4104,271,0,Portmap
508,172.16.0.5,648,192.168.50.4,26467,17,3742,222907,534473,3742,271,0,Portmap
509,192.168.50.6,58162,4.2.2.4,53,17,10193,106564,196213,10193,80,0,BENIGN
510,192.168.50.8,59628,74.208.236.171,80,6,5471053391,0,0,781579055,61,0,BENIGN
511,172.16.0.5,537,192.168.50.4,52322,17,2919,285755,685166,2919,271,0,Portmap
512,172.217.3.110,443,192.168.50.9,58186,6,171826175168,0,0,1930631181,208,0,BENIGN
513,172.16.0.5,737,192.168.50.4,28707,17,2928,284877,683060,2928,271,0,Portmap
514,192.168.50.8,56743,4.2.2.4,53,17,18557,134519,107776,18557,85,0,BENIGN
515,172.16.0.5,962,192.168.50.4,56777,17,3121,267260,640820,3121,271,0,Portmap
516,172.16.0.5,648,192.168.50.4,40351,17,2866,291040,697836,2866,271,0,Portmap
517,192.168.50.4,38306,54.187.144.104,443,6,60672714701,0,0,2092162575,165,0,BENIGN
518,172.16.0.5,648,192.168.50.4,10265,17,2879,289725,694685,2879,271,0,Portmap
519,172.16.0.5,648,192.168.50.4,15205,17,4502,774950,444247,4502,253,0,Portmap
520,192.168.50.8,50339,8.8.8.8,53,17,3288,150935,608272,3288,84,0,BENIGN
521,172.16.0.5,648,192.168.50.4,56545,17,4086,204141,489476,4086,271,0,Portmap
522,172.16.0.5,850,192.168.50.4,29428,17,42737,19517,46797,42737,271,0,Portmap
523,172.16.0.5,769,192.168.50.4,54725,17,3361,248176,595060,3361,271,0,Portmap
524,172.16.0.5,737,192.168.50.4,19753,17,2043,408282,978952,2043,271,0,Portmap
525,172.16.0.5,676,192.168.50.4,52317,17,3292,253378,607533,3292,271,0,Portmap
526,192.168.50.8,57890,4.2.2.4,53,17,29217,29298,68453,29217,67,0,BENIGN
527,172.16.0.5,648,192.168.50.4,21991,17,3341,740611,598623,3341,289,0,Portmap
528,172.16.0.5,675,192.168.50.4,47208,17,2861,291548,699056,2861,271,0,Portmap
529,172.16.0.5,777,192.168.50.4,51395,17,2214,376748,903342,2214,271,0,Portmap
530,192.168.50.8,54561,4.2.2.4,53,17,2089,661166,957395,2089,78,0,BENIGN
531,192.168.50.9,46380,209.85.144.155,443,6,171246661773,0,0,3643545995,133,0,BENIGN
532,172.16.0.5,629,192.168.50.4,4581,17,3603,231507,555092,3603,271,0,Portmap
533,192.168.50.8,64063,4.2.2.4,53,17,2695,184146,742115,2695,84,0,BENIGN
534,172.16.0.5,977,192.168.50.4,40873,17,4366,191049,458085,4366,271,0,Portmap
535,172.16.0.5,648,192.168.50.4,1909,17,3377,247000,592241,3377,271,0,Portmap
536,18.211.180.29,443,192.168.50.6,55185,6,61212019828,0,0,1854909691,330,0,BENIGN
537,74.208.236.171,80,192.168.50.6,55043,6,5240943669,0,0,1746981223,63,0,BENIGN
538,172.16.0.5,552,192.168.50.4,32285,17,3524,702151,567536,3524,289,0,Portmap
539,172.16.0.5,648,192.168.50.4,38950,17,4078,204541,490436,4078,271,0,Portmap
540,172.16.0.5,885,192.168.50.4,56886,17,3974,622642,503271,3974,289,0,Portmap
541,172.16.0.5,902,192.168.50.4,27228,17,1970,423411,1015228,1970,271,0,Portmap
542,172.16.0.5,669,192.168.50.4,41315,17,3119,468078,641231,3119,325,0,Portmap
543,192.168.50.8,65214,4.2.2.4,53,17,2487,792566,804181,2487,74,0,BENIGN
544,172.217.10.228,443,192.168.50.6,54918,6,170208739741,0,0,2251522694,254,0,BENIGN
545,172.16.0.5,1022,192.168.50.4,31266,17,3171,780316,630715,3171,289,0,Portmap
546,172.16.0.5,806,192.168.50.4,10146,17,3241,257365,617093,3241,271,0,Portmap
547,172.16.0.5,648,192.168.50.4,61169,17,3383,246562,591191,3383,271,0,Portmap
548,172.16.0.5,521,192.168.50.4,45422,17,3172,262963,630517,3172,271,0,Portmap
549,172.16.0.5,648,192.168.50.4,39497,17,2486,1403389,804505,2486,253,0,Portmap
550,192.168.50.6,59889,4.2.2.4,53,17,3257,1219254,614062,3257,75,0,BENIGN
551,172.16.0.5,648,192.168.50.4,39878,17,3215,259446,622083,3215,271,0,Portmap
552,172.16.0.5,631,192.168.50.4,39508,17,3967,210264,504159,3967,271,0,Portmap
553,172.16.0.5,816,192.168.50.4,61913,17,39289,21230,50904,39289,271,0,Portmap
554,172.16.0.5,648,192.168.50.4,34912,17,3317,745969,602954,3317,289,0,Portmap
555,192.168.50.8,58169,4.2.2.4,53,17,2322,467790,861326,2322,80,0,BENIGN
556,172.16.0.5,1022,192.168.50.4,21522,17,3263,255630,612932,3263,271,0,Portmap
557,192.168.50.6,58667,4.2.2.4,53,17,19257,102358,103858,19257,74,0,BENIGN
558,172.16.0.5,842,192.168.50.4,3447,17,4336,570660,461254,4336,289,0,Portmap
559,192.168.50.8,59809,204.154.111.122,443,6,222266841,1,3,13074520,281,0,BENIGN
560,172.16.0.5,648,192.168.50.4,10323,17,3133,266237,638365,3133,271,0,Portmap
561,172.16.0.5,950,192.168.50.4,37802,17,2910,286639,687285,2910,271,0,Portmap
562,172.16.0.5,879,192.168.50.4,25692,17,44165,18886,45284,44165,271,0,Portmap
563,172.16.0.5,677,192.168.50.4,19526,17,3175,262715,629921,3175,271,0,Portmap
564,192.168.50.8,59635,172.217.10.226,443,6,171319000385,0,0,596930314,213,0,BENIGN
565,172.16.0.5,596,192.168.50.4,31528,17,3933,212082,508517,3933,271,0,Portmap
566,172.16.0.5,648,192.168.50.4,23386,17,3359,736642,595415,3359,289,0,Portmap
567,172.16.0.5,648,192.168.50.4,27433,17,57804,14430,34599,57804,271,0,Portmap
568,192.168.50.6,55005,172.217.3.99,443,6,170302650683,0,0,1198666597,119,0,BENIGN
569,104.18.102.194,443,192.168.50.9,51390,6,170710267788,0,0,1801827982,358,0,BENIGN
570,192.168.50.6,59106,4.2.2.4,53,17,3907,51524,511901,3907,86,0,BENIGN
571,172.16.0.5,525,192.168.50.4,52308,17,2482,336067,805801,2482,271,0,Portmap
572,192.168.50.6,57332,4.2.2.4,53,17,2233,486435,895656,2233,80,0,BENIGN
573,172.16.0.5,562,192.168.50.4,16345,17,3059,272677,653808,3059,271,0,Portmap
574,192.168.50.6,54931,69.172.216.55,443,6,10372684672,0,0,181976924,354,0,BENIGN
